,id,Name,X,Y,LONGITUDE,LATITUDE,MESSAGEDATE,USERID,USERSCREENNAME,MESSAGETEXT,LOCATION,HASHTAGS,ISRETWEET,datetime,Cluster,parsed_tweets,stemmed_tokens,is_new_years_tweet,is_eastender_tweet,is_football_tweet
15562,550730155287539714,,-0.070881,51.487743,-0.07088100165128708,51.48774337768555,01/01/2015 19:07:55,984937566,Banji_LDN,Chelsea are getting spuuuuuun       ,Southwark,,0,2015-01-01 19:07:55,2,Chelsea are getting spuuuuuun,"['chelsea', 'are', 'get', 'spuuuuuun']",False,False,True
15563,550730286192152576,,-0.090392,51.501827,-0.09039200097322464,51.50182723999024,01/01/2015 19:08:26,1696267333,A_Koute21,CHELSEA are just a disgrace... The defence was in shambles there's no MOTD for me tonight going straight to bed   ,Southwark,,0,2015-01-01 19:08:26,2,CHELSEA are just a disgrace The defence was in shambles there s no MOTD for me tonight going straight to bed,"['chelsea', 'are', 'just', 'a', 'disgrac', 'the', 'defenc', 'wa', 'in', 'shambl', 'there', 's', 'no', 'motd', 'for', 'me', 'tonight', 'go', 'straight', 'to', 'bed']",False,False,True
15566,550734646636728320,,-0.03637,51.504894,-0.03637000173330307,51.5048942565918,01/01/2015 19:25:46,150327264,Natalie_Jade88, @ChelseaFC: Full-time: Tottenham 5-3 Chelsea. #CFCLive #TOTCHE http://t.co/MQaLvmwXKx  the day started well; now ended shit,Southwark,CFCLive TOTCHE,0,2015-01-01 19:25:46,2,Full time Tottenham Chelsea,"['full', 'time', 'tottenham', 'chelsea']",False,False,True
15569,550728756290416642,,-0.07921,51.487312,-0.07920999825000763,51.48731231689453,01/01/2015 19:02:22,291194200,oshoma93,2 more hazard goals please. Kane buss Lekan so calmly,Southwark,,0,2015-01-01 19:02:22,2,more hazard goals please Kane buss Lekan so calmly,"['more', 'hazard', 'goal', 'pleas', 'kane', 'buss', 'lekan', 'so', 'calmli']",False,False,True
15571,550730158895017985,,-0.07925399999999999,51.487293,-0.07925400137901306,51.4872932434082,01/01/2015 19:07:56,291194200,oshoma93,KANE TO REAL MADRID @apazsoldan       ,Southwark,,0,2015-01-01 19:07:56,2,KANE TO REAL MADRID,"['kane', 'TO', 'real', 'madrid']",False,False,True
15572,550730582234525697,,-0.079234,51.487305,-0.07923399657011032,51.4873046875,01/01/2015 19:09:37,291194200,oshoma93, @A1_Abs: 5. Against. Spurs.     sleep till Saturday fam. It's the only way,Southwark,,0,2015-01-01 19:09:37,2,Against Spurs sleep till Saturday fam It s the only way,"['against', 'spur', 'sleep', 'till', 'saturday', 'fam', 'It', 's', 'the', 'onli', 'way']",False,False,True
15575,550729655687606273,,-0.061774,51.488934,-0.06177400052547455,51.48893356323242,01/01/2015 19:05:56,16988689,MelissaBUSTED,I've been playing it like 7-8 hours straight today and I'm taking a break. I need to eat. I forget I need to maintain myself.,Southwark,,0,2015-01-01 19:05:56,2,I ve been playing it like hours straight today and I m taking a break I need to eat I forget I need to maintain myself,"['I', 've', 'been', 'play', 'it', 'like', 'hour', 'straight', 'today', 'and', 'I', 'm', 'take', 'a', 'break', 'I', 'need', 'to', 'eat', 'I', 'forget', 'I', 'need', 'to', 'maintain', 'myself']",False,False,True
15577,550730757212479488,,-0.091215,51.506393,-0.09121499955654144,51.50639343261719,01/01/2015 19:10:19,573995350,davidroberts258,Just kicked the ball out for costa head injury and Chelsea play on? Unsporting chavs #Spurs,Southwark,Spurs,0,2015-01-01 19:10:19,2,Just kicked the ball out for costa head injury and Chelsea play on Unsporting chavs,"['just', 'kick', 'the', 'ball', 'out', 'for', 'costa', 'head', 'injuri', 'and', 'chelsea', 'play', 'on', 'unsport', 'chav']",False,False,True
15584,550733010241605632,,-0.090435,51.501823,-0.09043499827384947,51.50182342529297,01/01/2015 19:19:16,1696267333,A_Koute21,When Chelsea lose I'm actually hurt.         ,Southwark,,0,2015-01-01 19:19:16,2,When Chelsea lose I m actually hurt,"['when', 'chelsea', 'lose', 'I', 'm', 'actual', 'hurt']",False,False,True
15586,550735363015454721,,-0.047975,51.462604999999996,-0.047974999994039536,51.46260452270508,01/01/2015 19:28:37,24288127,benb90,Oh well we are still top of the league even if it is just alphabetically,Southwark,,0,2015-01-01 19:28:37,2,Oh well we are still top of the league even if it is just alphabetically,"['Oh', 'well', 'we', 'are', 'still', 'top', 'of', 'the', 'leagu', 'even', 'if', 'it', 'is', 'just', 'alphabet']",False,False,True
15606,550783159852605440,,-0.092432,51.487829999999995,-0.09243199974298476,51.487831115722656,01/01/2015 22:38:33,2776733714,toodank4you,I ain't playing dawg,Southwark,,0,2015-01-01 22:38:33,2,I ain t playing dawg,"['I', 'ain', 't', 'play', 'dawg']",False,False,True
15621,550784910462840834,,-0.095726,51.488209999999995,-0.09572599828243256,51.48820877075195,01/01/2015 22:45:30,15220620,Adam_A87,Waited so long to watch Chelsea get demolished like this       ,Southwark,,0,2015-01-01 22:45:30,2,Waited so long to watch Chelsea get demolished like this,"['wait', 'so', 'long', 'to', 'watch', 'chelsea', 'get', 'demolish', 'like', 'thi']",False,False,True
15639,550788583175753728,,-0.054114999999999996,51.495876,-0.05411500111222267,51.49587631225586,01/01/2015 23:00:06,457579602,LewisWheeler_,Frank Lampard. Nothing else needed to say.       ,Southwark,,0,2015-01-01 23:00:06,2,Frank Lampard Nothing else needed to say,"['frank', 'lampard', 'noth', 'els', 'need', 'to', 'say']",False,False,True
15640,550789953761062913,,-0.090653,51.488341999999996,-0.09065300226211548,51.48834228515625,01/01/2015 23:05:32,228472354,gkfrancis01,#Gerrard has scored 180 club career goals #Lampard has scored 176 PL goals #NoComparison #TeamLampard,Southwark,Gerrard Lampard NoComparison TeamLampard,0,2015-01-01 23:05:32,2,has scored club career goals has scored PL goals,"['ha', 'score', 'club', 'career', 'goal', 'ha', 'score', 'PL', 'goal']",False,False,True
15646,550784398078255106,,-0.10067100000000001,51.503997999999996,-0.10067100077867508,51.50399780273438,01/01/2015 22:43:28,20887645,Ginny01,@lewieluc love that game!,Southwark,,0,2015-01-01 22:43:28,2,love that game,"['love', 'that', 'game']",False,False,True
15656,550782480148873216,,-0.079451,51.477142,-0.07945100218057632,51.47714233398438,01/01/2015 22:35:50,361362873,MinxLDN,@tinaphanfan @thepilottest @toothfairy341 @beatrizlpy oh shit. Well; he beats Bieber and Drake tbh. Joel rocks the boat for Canada ffs   ,Southwark,,0,2015-01-01 22:35:50,2,oh shit Well he beats Bieber and Drake tbh Joel rocks the boat for Canada ffs,"['oh', 'shit', 'well', 'he', 'beat', 'bieber', 'and', 'drake', 'tbh', 'joel', 'rock', 'the', 'boat', 'for', 'canada', 'ff']",False,False,True
15664,550789607458340864,,-0.054102,51.49584,-0.05410199984908104,51.4958381652832,01/01/2015 23:04:10,457579602,LewisWheeler_,7 points Lampard has won City. Wow.,Southwark,,0,2015-01-01 23:04:10,2,points Lampard has won City Wow,"['point', 'lampard', 'ha', 'won', 'citi', 'wow']",False,False,True
15704,550779847451365376,,-0.074543,51.488438,-0.07454299926757812,51.48843765258789,01/01/2015 22:25:23,156700696,MishaMayhem,I am objecting most strongly to Gerrard leaving Liverpool. Like I get it but you're not allowed.,Southwark,,0,2015-01-01 22:25:23,2,I am objecting most strongly to Gerrard leaving Liverpool Like I get it but you re not allowed,"['I', 'am', 'object', 'most', 'strongli', 'to', 'gerrard', 'leav', 'liverpool', 'like', 'I', 'get', 'it', 'but', 'you', 're', 'not', 'allow']",False,False,True
15727,550787083531735040,,-0.079959,51.48045,-0.07995899766683577,51.48044967651367,01/01/2015 22:54:08,62180533,LDHarv,Harry Kane looks like is his face is being eaten from the inside out. Smug.,Southwark,,0,2015-01-01 22:54:08,2,Harry Kane looks like is his face is being eaten from the inside out Smug,"['harri', 'kane', 'look', 'like', 'is', 'hi', 'face', 'is', 'be', 'eaten', 'from', 'the', 'insid', 'out', 'smug']",False,False,True
15730,550789250414026752,,-0.054038,51.495876,-0.05403799936175346,51.49587631225586,01/01/2015 23:02:45,457579602,LewisWheeler_,He's scored more goals than Thierry Henry and he is a fucking CM. Unbelievable.,Southwark,,0,2015-01-01 23:02:45,2,He s scored more goals than Thierry Henry and he is a fucking CM Unbelievable,"['He', 's', 'score', 'more', 'goal', 'than', 'thierri', 'henri', 'and', 'he', 'is', 'a', 'fuck', 'CM', 'unbeliev']",False,False,True
15743,550785019028176896,,-0.06908099999999999,51.478916,-0.06908100098371506,51.47891616821289,01/01/2015 22:45:56,377524206,msshannonperry,who needs friendship goals when you already have the perfect best friend in @DaniJadeLeatham   ,Southwark,,0,2015-01-01 22:45:56,2,who needs friendship goals when you already have the perfect best friend in,"['who', 'need', 'friendship', 'goal', 'when', 'you', 'alreadi', 'have', 'the', 'perfect', 'best', 'friend', 'in']",False,False,True
15745,550785970384416769,,-0.053919000000000016,51.496082,-0.0539189986884594,51.4960823059082,01/01/2015 22:49:43,457579602,LewisWheeler_,People hate Jose Mourinho but I love him     ,Southwark,,0,2015-01-01 22:49:43,2,People hate Jose Mourinho but I love him,"['peopl', 'hate', 'jose', 'mourinho', 'but', 'I', 'love', 'him']",False,False,True
15767,550794851093331969,,-0.09333999999999999,51.480940000000004,-0.09334000200033188,51.48094177246094,01/01/2015 23:25:00,15668435,e_mcveigh,Can't claim to be any kind of expert in trans issues but that 'conc' game seems pretty fucking problematic; and makes me very uncomfortable,Southwark,,0,2015-01-01 23:25:00,2,Can t claim to be any kind of expert in trans issues but that conc game seems pretty fucking problematic and makes me very uncomfortable,"['can', 't', 'claim', 'to', 'be', 'ani', 'kind', 'of', 'expert', 'in', 'tran', 'issu', 'but', 'that', 'conc', 'game', 'seem', 'pretti', 'fuck', 'problemat', 'and', 'make', 'me', 'veri', 'uncomfort']",False,False,True
15771,550802153770872834,,-0.080131,51.480385,-0.08013100177049637,51.480384826660156,01/01/2015 23:54:01,62180533,LDHarv,Refereeing in the Premier League is as bad as I can ever remember. Massive decisions wrong every single week.,Southwark,,0,2015-01-01 23:54:01,2,Refereeing in the Premier League is as bad as I can ever remember Massive decisions wrong every single week,"['refere', 'in', 'the', 'premier', 'leagu', 'is', 'as', 'bad', 'as', 'I', 'can', 'ever', 'rememb', 'massiv', 'decis', 'wrong', 'everi', 'singl', 'week']",False,False,True
15785,550796961008582657,,-0.080054,51.480385,-0.08005400002002716,51.480384826660156,01/01/2015 23:33:23,62180533,LDHarv,Sending off that. Clear goal scoring opportunity.,Southwark,,0,2015-01-01 23:33:23,2,Sending off that Clear goal scoring opportunity,"['send', 'off', 'that', 'clear', 'goal', 'score', 'opportun']",False,False,True
15788,550790842638925824,,-0.053958000000000006,51.49593,-0.053957998752594,51.49592971801758,01/01/2015 23:09:04,457579602,LewisWheeler_,What a goal.,Southwark,,0,2015-01-01 23:09:04,2,What a goal,"['what', 'a', 'goal']",False,False,True
15790,550798316389535745,,-0.091339,51.457565,-0.09133899956941603,51.45756530761719,01/01/2015 23:38:46,339878684,wmichael83,@boysiewise11 lol spurs fan?,Southwark,,0,2015-01-01 23:38:46,2,lol spurs fan,"['lol', 'spur', 'fan']",False,False,True
15811,550798122725957632,,-0.054699,51.45395,-0.05469899997115135,51.45394897460938,01/01/2015 23:38:00,73887679,Jakus_93,Abel Hernandez has the Premier League's most idiotic haircut.,Southwark,,0,2015-01-01 23:38:00,2,Abel Hernandez has the Premier League s most idiotic haircut,"['abel', 'hernandez', 'ha', 'the', 'premier', 'leagu', 's', 'most', 'idiot', 'haircut']",False,False,True
15816,550792061264592896,,-0.091223,51.470966,-0.09122300148010254,51.47096633911133,01/01/2015 23:13:55,186371226,tim_colman,@SFclarity Tough game today. What did you make of it?Red card for the foul on Eden?Are the wheels coming off for the Kings Road Fancy Dans?,Southwark,,0,2015-01-01 23:13:55,2,Tough game today What did you make of it Red card for the foul on Eden Are the wheels coming off for the Kings Road Fancy Dans,"['tough', 'game', 'today', 'what', 'did', 'you', 'make', 'of', 'it', 'red', 'card', 'for', 'the', 'foul', 'on', 'eden', 'are', 'the', 'wheel', 'come', 'off', 'for', 'the', 'king', 'road', 'fanci', 'dan']",False,False,True
15828,550791483708948481,,-0.083485,51.493587,-0.08348499983549118,51.49358749389648,01/01/2015 23:11:37,154672886,rakeemthenoble1,Leicester City trying to score touchdowns against Liverpool,Southwark,,0,2015-01-01 23:11:37,2,Leicester City trying to score touchdowns against Liverpool,"['leicest', 'citi', 'tri', 'to', 'score', 'touchdown', 'against', 'liverpool']",False,False,True
15859,550790970053513216,,-0.054694000000000007,51.453959999999995,-0.054694000631570816,51.45396041870117,01/01/2015 23:09:35,73887679,Jakus_93,That Leicester goal was beautiful.,Southwark,,0,2015-01-01 23:09:35,2,That Leicester goal was beautiful,"['that', 'leicest', 'goal', 'wa', 'beauti']",False,False,True
15881,550846850031710208,,-0.079563,51.477222,-0.07956299930810927,51.47722244262695,02/01/2015 02:51:37,361362873,MinxLDN,@thepilottest @beatrizlpy @tinaphanfan @toothfairy341 and tends to date younger guys who are way off her league,Southwark,,0,2015-02-01 02:51:37,2,and tends to date younger guys who are way off her league,"['and', 'tend', 'to', 'date', 'younger', 'guy', 'who', 'are', 'way', 'off', 'her', 'leagu']",False,False,True
15907,550831465202982914,,-0.07922699999999999,51.487316,-0.07922700047492981,51.4873161315918,02/01/2015 01:50:29,291194200,oshoma93,Never seen a beatdown like that in my life. It's not like they were facing some shit team. They stomped out FSU. FSU!!!,Southwark,,0,2015-02-01 01:50:29,2,Never seen a beatdown like that in my life It s not like they were facing some shit team They stomped out FSU FSU,"['never', 'seen', 'a', 'beatdown', 'like', 'that', 'in', 'my', 'life', 'It', 's', 'not', 'like', 'they', 'were', 'face', 'some', 'shit', 'team', 'they', 'stomp', 'out', 'fsu', 'fsu']",False,False,True
15960,550831690051252224,,-0.079195,51.48732800000001,-0.07919500023126602,51.4873275756836,02/01/2015 01:51:23,291194200,oshoma93,Florida State University hadn't lost a game in 2 years and Oregon just made them look like a division 3 team,Southwark,,0,2015-02-01 01:51:23,2,Florida State University hadn t lost a game in years and Oregon just made them look like a division team,"['florida', 'state', 'univers', 'hadn', 't', 'lost', 'a', 'game', 'in', 'year', 'and', 'oregon', 'just', 'made', 'them', 'look', 'like', 'a', 'divis', 'team']",True,False,True
15973,550851605890072576,,-0.075585,51.50515,-0.07558500021696091,51.505149841308594,02/01/2015 03:10:31,36327422,SeaBahn25,The sneaker game in London is awesome because there are very few #sneakerHeads #1glow #legendBlue11s  http://t.co/as3WCfgJDj,Southwark,sneakerHeads 1glow legendBlue11s,0,2015-02-01 03:10:31,2,The sneaker game in London is awesome because there are very few,"['the', 'sneaker', 'game', 'in', 'london', 'is', 'awesom', 'becaus', 'there', 'are', 'veri', 'few']",False,False,True
15975,550860719517102080,,-0.049924,51.454144,-0.04992400109767914,51.45414352416992,02/01/2015 03:46:44,2383975352,Chikamdu,"  Train harder.   Run faster.   Aim higher.   Be stronger.   Play tougher. IF YOU REFUSE TO BE STOPPED. YOU WON'T BE.""",Southwark,,0,2015-02-01 03:46:44,2,Train harder Run faster Aim higher Be stronger Play tougher IF YOU REFUSE TO BE STOPPED YOU WON T BE,"['train', 'harder', 'run', 'faster', 'aim', 'higher', 'Be', 'stronger', 'play', 'tougher', 'IF', 'you', 'refus', 'TO', 'BE', 'stop', 'you', 'won', 'T', 'BE']",False,False,True
15977,550832453418770432,,-0.07925399999999999,51.487293,-0.07925400137901306,51.4872932434082,02/01/2015 01:54:25,291194200,oshoma93,@freshboi111 @TweetsByV no way. Oregon beat the crap out of them from top to bottom,Southwark,,0,2015-02-01 01:54:25,2,no way Oregon beat the crap out of them from top to bottom,"['no', 'way', 'oregon', 'beat', 'the', 'crap', 'out', 'of', 'them', 'from', 'top', 'to', 'bottom']",False,False,True
15992,550835018743160833,,-0.053459000000000007,51.47279,-0.05345899984240532,51.4727897644043,02/01/2015 02:04:37,946674144,honeydrop_xo, @WORIDSTARHIPH0P: relationship goals af https://t.co/tP4BehlZGr   ,Southwark,,0,2015-02-01 02:04:37,2,relationship goals af,"['relationship', 'goal', 'af']",False,False,True
16000,550858553591087104,,-0.049931,51.45415,-0.04993100091814995,51.45415115356445,02/01/2015 03:38:08,2383975352,Chikamdu,I will attain my goals at any cost,Southwark,,0,2015-02-01 03:38:08,2,I will attain my goals at any cost,"['I', 'will', 'attain', 'my', 'goal', 'at', 'ani', 'cost']",False,False,True
16006,550844671485030403,,-0.049934,51.454163,-0.04993399977684021,51.45416259765625,02/01/2015 02:42:58,2383975352,Chikamdu,This year's goal is to be more independent and not make rookie mistakes that I made in 2014,Southwark,,0,2015-02-01 02:42:58,2,This year s goal is to be more independent and not make rookie mistakes that I made in,"['thi', 'year', 's', 'goal', 'is', 'to', 'be', 'more', 'independ', 'and', 'not', 'make', 'rooki', 'mistak', 'that', 'I', 'made', 'in']",True,False,True
16007,550846708268417025,,-0.053253999999999996,51.47274,-0.053254000842571265,51.472740173339844,02/01/2015 02:51:04,946674144,honeydrop_xo, @JohnTambwe: I once had a bae who made me choose between her or football ? I finally know who's the devil lool   ,Southwark,,0,2015-02-01 02:51:04,2,I once had a bae who made me choose between her or football I finally know who s the devil lool,"['I', 'onc', 'had', 'a', 'bae', 'who', 'made', 'me', 'choos', 'between', 'her', 'or', 'footbal', 'I', 'final', 'know', 'who', 's', 'the', 'devil', 'lool']",False,False,True
16010,550826731075272705,,-0.079233,51.487305,-0.07923299819231032,51.4873046875,02/01/2015 01:31:41,291194200,oshoma93,Oregon basically said lets stop playing with these young bucks,Southwark,,0,2015-02-01 01:31:41,2,Oregon basically said lets stop playing with these young bucks,"['oregon', 'basic', 'said', 'let', 'stop', 'play', 'with', 'these', 'young', 'buck']",False,False,True
16014,550822475400224768,,-0.07925399999999999,51.487293,-0.07925400137901306,51.4872932434082,02/01/2015 01:14:46,291194200,oshoma93,GODDAMNNNNNN. They're beating seven shades of shit outta them. Still 14 minutes left  ,Southwark,,0,2015-02-01 01:14:46,2,GODDAMNNNNNN They re beating seven shades of shit outta them Still minutes left,"['goddamnnnnnn', 'they', 're', 'beat', 'seven', 'shade', 'of', 'shit', 'outta', 'them', 'still', 'minut', 'left']",False,False,True
16025,550824870142296065,,-0.07925399999999999,51.487293,-0.07925400137901306,51.4872932434082,02/01/2015 01:24:17,291194200,oshoma93,Yo (if we get to the championship game) I'm so scared for alabama's defense against this Oregon attack,Southwark,,0,2015-02-01 01:24:17,2,Yo if we get to the championship game I m so scared for alabama s defense against this Oregon attack,"['Yo', 'if', 'we', 'get', 'to', 'the', 'championship', 'game', 'I', 'm', 'so', 'scare', 'for', 'alabama', 's', 'defens', 'against', 'thi', 'oregon', 'attack']",False,False,True
16027,550824008527409154,,-0.07925399999999999,51.487293,-0.07925400137901306,51.4872932434082,02/01/2015 01:20:52,291194200,oshoma93,If I was a FSU player at this point I'll just tell my coach to take me out the game.,Southwark,,0,2015-02-01 01:20:52,2,If I was a FSU player at this point I ll just tell my coach to take me out the game,"['If', 'I', 'wa', 'a', 'fsu', 'player', 'at', 'thi', 'point', 'I', 'll', 'just', 'tell', 'my', 'coach', 'to', 'take', 'me', 'out', 'the', 'game']",False,False,True
16039,550824562506862592,,-0.07922699999999999,51.487377,-0.07922700047492981,51.48737716674805,02/01/2015 01:23:04,291194200,oshoma93,This is a worse beatdown than the super bowl. I've never seen a team just pump the other one play after play after play after play,Southwark,,0,2015-02-01 01:23:04,2,This is a worse beatdown than the super bowl I ve never seen a team just pump the other one play after play after play after play,"['thi', 'is', 'a', 'wors', 'beatdown', 'than', 'the', 'super', 'bowl', 'I', 've', 'never', 'seen', 'a', 'team', 'just', 'pump', 'the', 'other', 'one', 'play', 'after', 'play', 'after', 'play', 'after', 'play']",False,False,True
16054,550225716651261955,,-0.086199,51.573257,-0.08619900047779082,51.57325744628906,31/12/2014 09:43:28,288871190,tommyonthetub,Ah well only a few hours to go before we are linked with every player in the universe;from Mars;Jupiter and other planets;So boring     ,Hackney,,0,2014-12-31 09:43:28,1,Ah well only a few hours to go before we are linked with every player in the universe from Mars Jupiter and other planets So boring,"['Ah', 'well', 'onli', 'a', 'few', 'hour', 'to', 'go', 'befor', 'we', 'are', 'link', 'with', 'everi', 'player', 'in', 'the', 'univers', 'from', 'mar', 'jupit', 'and', 'other', 'planet', 'So', 'bore']",False,False,True
16065,550212058843987968,,-0.049394,51.55461500000001,-0.04939400032162666,51.55461502075195,31/12/2014 08:49:11,1119470154,minchiadici,Harry dalla madonna puttana yesterday,Hackney,,0,2014-12-31 08:49:11,1,Harry dalla madonna puttana yesterday,"['harri', 'dalla', 'madonna', 'puttana', 'yesterday']",False,False,True
16187,550166339227496448,,-0.043171,51.553246,-0.0431709997355938,51.5532455444336,31/12/2014 05:47:31,602268442,KeaunValentino,Boom.. I don't play,Hackney,,0,2014-12-31 05:47:31,1,Boom I don t play,"['boom', 'I', 'don', 't', 'play']",False,False,True
16214,550293210170654723,,-0.056755999999999994,51.560402,-0.056756000965833664,51.560401916503906,31/12/2014 14:11:39,307814062,DoniqueShallow,2014 was an amazing year however it was just a warm up!! 2015 is where the game begins. A massive  http://t.co/PpkLxnA41V,Hackney,,0,2014-12-31 14:11:39,1,was an amazing year however it was just a warm up is where the game begins A massive,"['wa', 'an', 'amaz', 'year', 'howev', 'it', 'wa', 'just', 'a', 'warm', 'up', 'is', 'where', 'the', 'game', 'begin', 'A', 'massiv']",True,False,True
16235,550299045089267712,,-0.060935,51.55939,-0.06093500182032585,51.55939102172852,31/12/2014 14:34:51,103424651,l0vezae, @Humble_Mickz:  @JabzDigi: If i eat ur pum pum and u dont let me beat .. im gna tell your dad.. bmt             loooooooool,Hackney,,0,2014-12-31 14:34:51,1,If i eat ur pum pum and u dont let me beat im gna tell your dad bmt loooooooool,"['If', 'i', 'eat', 'ur', 'pum', 'pum', 'and', 'u', 'dont', 'let', 'me', 'beat', 'im', 'gna', 'tell', 'your', 'dad', 'bmt', 'loooooooool']",False,False,True
16245,550293584214511616,,-0.056755999999999994,51.560402,-0.056756000965833664,51.560401916503906,31/12/2014 14:13:09,307814062,DoniqueShallow,2014 was an amazing year however it was just a warm up!! 2015 is where the game begins. A massive  http://t.co/hdBmAEfTJd,Hackney,,0,2014-12-31 14:13:09,1,was an amazing year however it was just a warm up is where the game begins A massive,"['wa', 'an', 'amaz', 'year', 'howev', 'it', 'wa', 'just', 'a', 'warm', 'up', 'is', 'where', 'the', 'game', 'begin', 'A', 'massiv']",True,False,True
16387,550288528232710144,,-0.060995000000000014,51.5594,-0.06099500134587287,51.55939865112305,31/12/2014 13:53:03,103424651,l0vezae,You have to play this song out loud as loud as you can. Oh the beginning is dead but trust me when the beat drops life is given!,Hackney,,0,2014-12-31 13:53:03,1,You have to play this song out loud as loud as you can Oh the beginning is dead but trust me when the beat drops life is given,"['you', 'have', 'to', 'play', 'thi', 'song', 'out', 'loud', 'as', 'loud', 'as', 'you', 'can', 'Oh', 'the', 'begin', 'is', 'dead', 'but', 'trust', 'me', 'when', 'the', 'beat', 'drop', 'life', 'is', 'given']",False,True,True
16437,550289224998879232,,-0.084355,51.565945,-0.08435499668121338,51.56594467163086,31/12/2014 13:55:49,728961522,KaliSweep,Remember when someone threw a paper aeroplane from the top of Wembley and it hit a Peru player.   That was quite good.,Hackney,,0,2014-12-31 13:55:49,1,Remember when someone threw a paper aeroplane from the top of Wembley and it hit a Peru player That was quite good,"['rememb', 'when', 'someon', 'threw', 'a', 'paper', 'aeroplan', 'from', 'the', 'top', 'of', 'wembley', 'and', 'it', 'hit', 'a', 'peru', 'player', 'that', 'wa', 'quit', 'good']",False,False,True
16452,550280083798495232,,-0.032489,51.553065999999994,-0.032489001750946045,51.55306625366211,31/12/2014 13:19:30,1635350191,E9Bangers,I just scored from the halfway line    no fluke; the keeper was ready,Hackney,,0,2014-12-31 13:19:30,1,I just scored from the halfway line no fluke the keeper was ready,"['I', 'just', 'score', 'from', 'the', 'halfway', 'line', 'no', 'fluke', 'the', 'keeper', 'wa', 'readi']",False,False,True
16458,550274616116412416,,-0.032297,51.553096999999994,-0.03229700028896332,51.55309677124024,31/12/2014 12:57:46,1635350191,E9Bangers,I get the best out of people just like Mourinho. A few guys were greedy last game and I ripped into them on the mic; they played better     ,Hackney,,0,2014-12-31 12:57:46,1,I get the best out of people just like Mourinho A few guys were greedy last game and I ripped into them on the mic they played better,"['I', 'get', 'the', 'best', 'out', 'of', 'peopl', 'just', 'like', 'mourinho', 'A', 'few', 'guy', 'were', 'greedi', 'last', 'game', 'and', 'I', 'rip', 'into', 'them', 'on', 'the', 'mic', 'they', 'play', 'better']",False,False,True
16460,550278527715921920,,-0.058716,51.55262800000001,-0.058715999126434326,51.55262756347656,31/12/2014 13:13:19,1178574054,josephmarinetti,goals http://t.co/pZsD1IsvKj,Hackney,,0,2014-12-31 13:13:19,1,goals,['goal'],False,False,True
16463,550289782581260290,,-0.067571,51.559709999999995,-0.0675709992647171,51.55971145629883,31/12/2014 13:58:02,531602547,ConorMuller,"Things that can die with 2014: - People saying ""banter"" - Arsenal's inconsistency - UKIP",Hackney,,0,2014-12-31 13:58:02,1,Things that can die with People saying banter Arsenal s inconsistency UKIP,"['thing', 'that', 'can', 'die', 'with', 'peopl', 'say', 'banter', 'arsen', 's', 'inconsist', 'ukip']",False,True,True
16555,550370023374872576,,-0.055858000000000005,51.54757,-0.055858001112937934,51.547569274902344,31/12/2014 19:16:53,401626553,DJAFrankenstein,@jaykayell_ haha. You got me AND Cara Delevigne beat there.,Hackney,,0,2014-12-31 19:16:53,1,haha You got me AND Cara Delevigne beat there,"['haha', 'you', 'got', 'me', 'and', 'cara', 'delevign', 'beat', 'there']",False,False,True
16561,550368198692851712,,-0.08036900000000001,51.52648,-0.0803690031170845,51.52648162841797,31/12/2014 19:09:38,222123362,Hayleywoowoos,Live band theblueskitchen playing some festive tunes!              #christmas #band #music  http://t.co/dSG9PCCOEe,Hackney,christmas band music,0,2014-12-31 19:09:38,1,Live band theblueskitchen playing some festive tunes,"['live', 'band', 'theblueskitchen', 'play', 'some', 'festiv', 'tune']",False,False,True
16640,550312901257736193,,-0.080907,51.55599,-0.08090700209140778,51.55598831176758,31/12/2014 15:29:54,231532159,TUNDERINO,Just watched CFC V SPURS in Dec.' Hope Jan & Hugo want some Payback! Cut out Stupid mistakes & believe in ourselves! Ps Mr Mason Shoot low!!,Hackney,,0,2014-12-31 15:29:54,1,Just watched CFC V SPURS in Dec Hope Jan Hugo want some Payback Cut out Stupid mistakes believe in ourselves Ps Mr Mason Shoot low,"['just', 'watch', 'cfc', 'V', 'spur', 'in', 'dec', 'hope', 'jan', 'hugo', 'want', 'some', 'payback', 'cut', 'out', 'stupid', 'mistak', 'believ', 'in', 'ourselv', 'Ps', 'Mr', 'mason', 'shoot', 'low']",False,False,True
16682,550310056957591559,,-0.032168,51.553078,-0.03216800093650818,51.553077697753906,31/12/2014 15:18:36,1635350191,E9Bangers,I just destroyed some guy on mic; he tried saying he's better than me so I said try and get past me. I had him in my back pocket all game   ,Hackney,,0,2014-12-31 15:18:36,1,I just destroyed some guy on mic he tried saying he s better than me so I said try and get past me I had him in my back pocket all game,"['I', 'just', 'destroy', 'some', 'guy', 'on', 'mic', 'he', 'tri', 'say', 'he', 's', 'better', 'than', 'me', 'so', 'I', 'said', 'tri', 'and', 'get', 'past', 'me', 'I', 'had', 'him', 'in', 'my', 'back', 'pocket', 'all', 'game']",False,False,True
16724,550272006403678208,,-0.042414,51.548264,-0.042413998395204544,51.54826354980469,31/12/2014 12:47:24,307887761,NickiKnightz,Do something small everyday that'll take u closer to ur goal,Hackney,,0,2014-12-31 12:47:24,1,Do something small everyday that ll take u closer to ur goal,"['Do', 'someth', 'small', 'everyday', 'that', 'll', 'take', 'u', 'closer', 'to', 'ur', 'goal']",False,False,True
